htrc-id,pubcity,pubyear,title,oclc,language
None,London ,1820,"The life and surprising adventures of Robinson Crusoe, of York, mariner: who lived eight-and-twenty years, all alone on an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe.",702179737,None
None,London ,19--,The life and surprising adventures of Robinson Crusoe : including an account of his long residence on a uninhabited island : and many other remarkable incidents in his history,702359915,None
None,London ,18 P,"The novelist's magazine. Vol. IV, Containing Gil Blas, and Robinson Crusoe.",614582753,None
None,London ,8 ot,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; ... Written by himself. The thirteenth edition, adorned with cuts. In two volumes. ...",931236014,None
None,London ,1784,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. The sixteenth edition, adorned with cuts. In two volumes. ..",753225047,None
None,London ,1778,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. The fifteenth edition, adorned with new cuts. In two volumes. ...",519159067,None
None,London ,1988,The complete history of the life and adventures of Robinson Crusoe,444747521,None
None,London ,2011,Famous classics for boys.,772809216,None
None,London ,2011,Adventure classics for boys.,781406839,None
None,London ,1914,"The life and surprising adventures of Robinson Crusoe, of York, Mariner : with an account of his travels round three parts of the globe",264949074,None
None,London ,1895,"Romances and narratives. 3, Serious reflections during the life and surprising adventures of Robinson Crusoe",633644097,None
None,London ,2008,The novels / 1 The life and strange surprizing adventures of Robinson Crusoe (1719).,219307825,None
None,London ,1871,"The life and adventures of Robinson Crusoe, a York mariner",264258685,None
None,London ,1813,"The life and adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe.",67409615,None
None,London ,1974,The life and strange surprizing adventures of Robinson Crusoe. 1,918553269,None
None,London ,1888,"The novels and miscellaneous works of Daniel De Foe : Life and surprising adventures of Robinson Crusoe, of York, mariner. With a biographical account of De Foe.",863527462,None
None,London ,1888,"The novels and miscellaneous works of Daniel De Foe : Life and surprising adventures of Robinson Crusoe, of York, mariner. With a biographical account of De Foe.",863527462,None
None,London ,1974,The life and strange surprizing adventures of Robinson Crusoe. Vol. 1,874267605,None
None,London ,1965,"The Life and adventures of Robinson Crusoe. [Part I, abridged.].",771115166,None
None,London ,2008,The novels of Daniel Defoe,261504030,None
None,London ,1737,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York ; mariner. Containing a full and particular account how he lived eight and twenty years in an un-inhabited island on the coast of America: ... Faithfully epitomized from the three volumes, and adorned with cutts",938421751,None
None,London ,"65, ","he life and surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself: with an account how he was at laststrangely delivered by pirates.",642903174,None
None,London ,1739,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque : vulgarly call'd, Colonel Jack ; who was born a gentleman, put apprentice to a pick-pocket, flourish'd six and twenty years as a thief, was then kidnapp'd to Virginia: ... Written by the author of Robinson Crusoe.",938418520,None
None,London ,2008,The novels of Daniel Defoe. [Vols. 1-5],316733291,None
None,London ,2008,The novels of Daniel Defoe. [Vols. 1-5],316733291,None
None,London ,1872,The Novels and Miscellaneous Works of Daniel DeFoe / Volume 4.,1000365420,None
None,London ,1872,The Novels and Miscellaneous Works of Daniel DeFoe / Volume 4.,1000365420,None
None,London ,1899,"Romances and narratives : in sixteen volumes. 1, The life & strange surprising adventures of Robinson Crusoe of York, Mariner",705360673,None
None,London ,1809,The history of the most remarkable life and extraordinary adventures of Colonel Jack.,28925219,None
None,London ,1809,The novels of Daniel Defoe.,586809138,None
None,London ,1815,Robinson Crusoe. The life and strange surprising adventures of Robinson Crusoe of York mariner .. Also the farther adventures of Robinson Crusoe.,933072863,None
None,London ,1810,"The British Novelists : with an essay and prefaces, biographical and critical Vol 17 The Life and Surprising Adventures of Robinson Crusoe, of York, Mariner",838720528,None
None,London ,1739,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque",219982038,None
None,London ,1896,"The novels and miscellaneous works of Daniel de Foe : with prefaces and notes, including those attributed to Sir Walter Scott.",18237300,None
None,London ,2002,The king of pirates,606886796,None
None,London ,1906,The Fortunes and Misfortunes of the Famous Moll Flanders,963751606,None
None,London ,1719,"The life and strange surprizing adventures of Robeson Cruso, Mariner ...",612403837,None
None,London ,1815,Robinson Crusoe ... also the farther adventures of Robinson Crusoe : to which is added a map of the world in which is delineated the voyages of Robinson Crusoe ...,79823667,None
None,London ,1908,"Memoirs of a cavalier, or, A military journal of the wars in Germany and the wars in England",904358221,None
None,London ,1974,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd Colonel Jack / 2 The Shakespeare Head Edition of the novels and selected writings of Daniel Defoe.",311396134,None
None,London ,2008,The novels / 3 Serious reflections during the life and surprising adventures of Robinson Crusoe (1720).,219307868,None
None,London ,1843,The plague : a fiction founded upon fact,13564476,None
None,London ,2008,The novels / 2 The farther adventures of Robinson Crusoe (1719).,645498798,None
None,London ,1883,"The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself ... being a facsimile reprint of the 1st ed. publ. in 1719",931156731,None
None,London ,1721,"The fortunes and misfortunes of the famous Moll Flanders, & c.",856583249,None
None,London ,1899,Romances and narratives,682509192,None
None,London ,1966,Robinson Crusoe ; The farther adventures of Robinson Crusoe,63691846,None
None,London ,2012,The short stories,861506477,None
None,London ,1890,Robinson Crusoe [The Life and strange surprising adventures of Robinson Crusoe],254654451,None
None,London ,1965,Robinson Crusoe,814295087,None
None,London ,1965,Robinson Crusoe,814295087,None
None,London ,1815,Robinson Crusoe.,614330020,None
None,London ,1870,The picture Robinson Crusoe.,496986132,None
None,London ,1969,Robinson Crusoe.,257406721,None
None,London ,1969,Robinson Crusoe,246592232,None
None,London ,1930,Robinson Crusoe,916360770,None
None,London ,1930,Robinson Crusoe,916360770,None
None,London ,1943,Robinson Crusoe,247012412,None
None,London ,1969,Robinson Crusoe,928129219,None
None,London ,195-,Robinson Crusoe.,1008178190,None
None,London ,1979,Robinson Crusoe [Prospectus].,877713338,None
None,London ,1947,The Life and Adventures of Robinson Crusoe. Together with The Further Adventures of Robinson Crusoe ... Colour illustrations by William Stobbs. Abridged. [With plates.].,774523789,None
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe ... The thirteenth edition, adorned with cuts. (The Farther Adventures of Robinson Crusoe, etc.).",504671947,None
None,London ,1950,"The life and strange surprising adventures of Robinson Crusoe : and, the further adventures of Robinson Crusoe, being the second and last part of his life",156730516,None
None,London ,1761,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The ninth edition, adorn'd with cuts. [Issued with ""The Farther Adventures of Robinson Crusoe ... The seventh edition, etc.""]].",800592250,None
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe ... The thirteenth edition, adorned with cuts. (The Farther Adventures of Robinson Crusoe, etc.).",504671947,None
None,London ,1950,"The life and strange surprising adventures of Robinson Crusoe : and, the further adventures of Robinson Crusoe, being the second and last part of his life",156730516,None
None,London ,1761,"[The Life and Strange Surprising Adventures of Robinson Crusoe ... The ninth edition, adorn'd with cuts. [Issued with ""The Farther Adventures of Robinson Crusoe ... The seventh edition, etc.""]].",800592250,None
None,London ,1720,"[Robinson Crusoe. Pt. 3]. Serious reflections during the life and suprising adventures of Robinson Crusoe, with his vision of the angelick world",1017293086,None
None,London ,1720,"[Robinson Crusoe. Pt. 3]. Serious reflections during the life and suprising adventures of Robinson Crusoe, with his vision of the angelick world",1017293086,None
None,London ,1972,"Robinson Crusoe; the life and strange surprising adventures of Robinson Crusoe, of York, mariner. Edited with an introduction by J. Donald Crowley. Illustrated by Fritz Kredel.",639970786,None
None,London ,1806,The history of Robinson Crusoe.,1017437346,None
None,London ,1903,Robinson Crusoe. [With illustrations.].,315858695,None
None,London ,1903,Robinson Crusoe. [With plates.].,877337048,None
None,London ,1903,Robinson Crusoe. [With illustrations.].,315858695,None
None,London ,1903,Robinson Crusoe. [With plates.].,877337048,None
None,London ,1956,Robinson Crusoe / Defoe,894904112,None
None,London ,187-,The scenic effect Robinson Crusoe.,946732526,None
None,London ,2001,Robinson Crusoe : an adventure classic,979473086,None
None,London ,1950,Robinson Crusoe : by Daniel Defoe.,918344179,None
None,London ,1906,Robinson Crusoe : [with illustrations].,315858500,None
None,London ,1907,Robinson Crusoe : [with illustrations].,315858504,None
None,London ,2010,Robinson Crusoe : Collins classics,921510849,None
None,London ,1860,"Robinson Crusoe, and other old friends.",646327832,None
None,London ,"6, G","Robinson Crusoe, or, Harlequin Friday. Part II.",63092044,None
None,London ,1896,Life and adventures of Robinson Crusoe,54156956,None
None,London ,1871,Robinson Crusoe : with scenic effects.,630503574,None
None,London ,1939,The tale of Robinson Crusoe (Retold from Defoe).,35682313,None
None,London ,1785,The whole life and strange adventures of Robinson Crusoe ...,58963996,None
None,London ,1994,Robinson Crusoe = by Daniel Defoe,966000406,None
None,London ,1994,Robinson Crusoe = by Daniel Defoe,966000406,None
None,London ,1806,The life and adventures of Robinson Crusoe,76967797,None
None,London ,1934,Robinson Crusoe : [with a portrait].,315858608,None
None,London ,1781,The life and adventures of Robinson Crusoe. : in two volumes.,1039502493,None
None,London ,1906,"The story of Robinson Crusoe, etc. [With plates.].",315858722,None
None,London ,1965,Robinson Crusoe : picture story book.,312742501,None
None,London ,1850,The life and surprising adventures of Robinson Crusoe : ... with life of the author.,870113065,None
None,London ,1850,The life and surprising adventures of Robinson Crusoe : ... with life of the author.,870113065,None
None,London ,190-,"Robinson Crusoe on his desert island,",37202050,None
None,London ,1874,Robinson Crusoe : with surprise pictures,985506254,None
None,London ,18UU,Robinson Crusoe : with 100 illustrations,53384718,None
None,London ,1950,The life and adventures of Robinson Crusoe y Daniel Defoe.,474139848,None
None,London ,1982,The Usborne book of children's classics : Robinson Crusoe ; Treasure Island ; Gulliver's travels.,1008258597,None
None,London ,18--,"The wonderful life and adventures of Robinson Crusoe, of York, mariner : written by himself",608965215,None
None,London ,1956,Robinson Crusoe : the Life & Adventures of,488980007,None
None,London ,1956,Robinson Crusoe : the Life & Adventures of,488980007,None
None,London ,180-,"The life & adventures of Robinson Crusoe, of York, mariner : embellish'd with elegant copper plates.",648759811,None
None,London ,1905,The works of Daniel Defoe : the adventures of Robinson Crusoe,404036615,None
None,London ,190-,The life and anventures of Robinson Crusoe,11163479,None
None,London ,"2, B","[Playbill of Theatre Royal, Covent Garden, 1817, announcing The slave and Robinson Crusoe, or, The bold buccaneers etc.].",859603075,None
None,London ,74 &,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : now first correctly reprinted from the original edition of 1719",247994090,None
None,London ,74 &,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : now first correctly reprinted from the original edition of 1719",247994090,None
None,London ,1942,Robinson Crusoe by Daniel Defoe : put into basic [English],637113316,None
None,London ,1887,Robinson Crusoe ... Illustrated with ... wood engravings and ... plates.,315552569,None
None,London ,1929,"The life and strange suprizing adventures of Robinson Crusoe of York, mariner",1012041891,None
None,London ,1903,"Robinson Crusoe. [Part 1, abridged. With plates.].",774523761,None
None,London ,1881,Robinson Crusoe. [In verse. With coloured illustrations.].,774523754,None
None,London ,1966,Robinson Crusoe ... Retold by A.E. Heys. 6th impression.,498360232,None
None,London ,1797,[The Life and Adventures of Robinson Crusoe ... Cooke's edition ... Embellished with engravings.].,559889899,None
None,London ,1894,"The Adventures of Robinson Crusoe ... Told for the Children's Library. With illustrations by George Cruikshank. [Part 1, abridged.].",776703716,None
None,London ,18--,Robinson Crusoe : a burlesque in one act.,48940097,None
None,London ,1875,"Robinson Crusoe ... With illustrations. [Part 1, abridged.].",752783576,None
None,London ,1906,"Robinson Crusoe. [Parts 1 and 2, abridged.].",854584758,None
None,London ,1907,Robinson Crusoe. Abridged and edited for school reading. [With illustrations.].,315858736,None
None,London ,1719,[The life and strange surprizing adventures of Robinson Crusoe 2] The Farther Adventures Of Robinson Crusoe,832326432,None
None,London ,1933,"Crusoe and Gulliver : Being abridged reprints of Defoe's Robinson Crusoe and Swift's ""Voyage to Lilliput"" from Gulliver's Travels",871774336,None
None,London ,1933,"Crusoe and Gulliver : Being abridged reprints of Defoe's Robinson Crusoe and Swift's ""Voyage to Lilliput"" from Gulliver's Travels",871774336,None
None,London ,17--,The travels of Robinson Crusoe round three parts of the globe.,15864699,None
None,London ,1772,"The farther adventures of Robinson Crusoe ; being the Second and Last Part of his Life, [et]c.",257457112,None
None,London ,1790,The life and adventures of Robinson Crusoe of York ... : with an account of his travels round three parts of the globe.,606297916,None
None,London ,"98, ","ysh's edition of the life of Robinson Crusoe of York, mariner : who lived eight-and-twenty years in an uninhabited island.",54190747,None
None,London ,1790,"The Life And Adventures of Robinson Crusoe, of York, Mariner.̤ : with an account of his travels round three parts of the globe Vol. 1",834472353,None
None,London ,"98, ","ysh's edition of the life of Robinson Crusoe of York, mariner : who lived eight-and-twenty years in an uninhabited island.",54190747,None
None,London ,1790,"The Life And Adventures of Robinson Crusoe, of York, Mariner.̤ : with an account of his travels round three parts of the globe Vol. 1",834472353,None
None,London ,1894,"The Life and Surprising Adventures of Robinson Crusoe ... Illustrated by ... Gordon Browne. New edition. (Reprinted from the author's edition, 1719.).",752783485,None
None,London ,1948,"The Life and Strange Surprising Adventures of Robinson Crusoe, etc. [Parts 1 and 2.] (Arranged for modern reading in the author's own words.).",752783628,None
None,London ,1842,The life and adventures of Robinson Crusoe : who lived twenty-eight years in an uninhabited island with an account of his deliverence.,29851317,None
None,London ,1784,"The Wonderful life, and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",751777620,None
None,London ,1784,"The Wonderful life, and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",751777620,None
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years, all alone ...",270783377,None
None,London ,1810,"The life and surprising adventures of Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",1008348552,None
None,London ,1928,[Robinson Crusoe. Told to the children by John Lang.].,774523777,None
None,London ,1719,The farther adventures of Robinson Crusoe : being the second and the last part of his life and strange surprizing accounts of his travels round three parts of the globe,1017413838,None
None,London ,1968,The life and adventures of Robinson Crusoe,934276294,None
None,London ,1968,The life and adventures of Robinson Crusoe,934276294,None
None,London ,1812,The Life and Surprising Adventures of Robinson Crusoe ... Stereotype edition.,779211247,None
None,London ,1831,"The life and adventures of Robinson Crusoe : with a biographical sketch of De Foe, written expressly for this edition, and illustrations from original designs. In two volumes. Vol. I[-II].",151344148,None
None,London ,"53, "," short sketch, of the wonderful life, and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island : and was afterwards released by pirates : adorned with cuts.",31348893,None
None,London ,1759,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner : containing a full and particular account ... faithfully epitomized from the three volumes, and adorn'd with cuts suited to the most remarkable stories.",702359944,None
None,London ,1724,"The wonderful life, and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular account, how he lived eight and twenty years in an un-inhabited island on the coast of America : how his ship was lost in a storm, and all his companions drowned, and how he only was cast upon the shore by the wreck : with a true relation how he was at last miraculously preserved by pyrates : faithfully epitomized from the three volumes, and adorned with cutts suited to the most remarkable stories.",276934478,None
None,London ,1765,"[The Wonderful Life, and most Surprizing Adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes, and adorn'd with cuts etc.].",859165918,None
None,London ,1766,"The farther adventures of Robinson Crusoe : being the second and last part of his life, and the strange surprising account of his travels round three parts of the globe, written by himself : In two volumes. Vol. II",915341691,None
None,London ,1985,Harry Andrews reads from Robinson Crusoe,873269246,None
None,London ,1791,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. T.",316775325,None
None,London ,1775,"The wonderfull life and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular ac[c]ount how he lived twenty-eight years in an uninhabited island on the coast of America ... with a true relation how he was at last miraculously preserved by pirates.",74463206,None
None,London ,1756,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oronooque, having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",276932658,None
None,London ,1898,The adventures of Robinson Crusoe. Retold from the original of Daniel Defoe,876894424,None
None,London ,1898,The adventures of Robinson Crusoe. Retold from the original of Daniel Defoe,876894424,None
None,London ,1777,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river Oroonoque : having been cast on shore by shipwreck, wherein all the men were drowned but himself : as also a relation how he was wonderfully delivered by pyrates.",988649838,None
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; ...",1016180018,None
None,London ,1736,"The life and strange surprizing adventures of Robinson Crusoe ; of York, mariner : who lived eight and twenty years all alone in an uninhabited island ... with an account how he was at last ... delivered by pirates",54156091,None
None,London ,1753,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island ... : With an account how he was at last ... delivered by pirates",702179694,None
None,London ,1864,The adventures of Robinson Crusoe : with memoir by the author,605547108,None
None,London ,1753,"The life and strange surprising adventures of Robinson Crusoe; of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island ... : With an account how he was at last ... delivered by pirates",702179694,None
None,London ,1864,The adventures of Robinson Crusoe : with memoir by the author,605547108,None
None,London ,1933,The Story of Robinson Crusoe. By Lucy Diamond. [With illustrations.].,751629700,None
None,London ,1798,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river of Oroonoque ...",702359960,None
None,London ,1790,"The life And Strange Surprising adventures of Robinson Crusoe, of York, Mariner.̤ Vol. 1",833705778,None
None,London ,190-,Robinson Crusoe,870113056,None
None,London ,1801,"The wonderful life, and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular account how he lived twenty-eight years in an uninhabited island on the coast of America ; how the ship was lost in a storm, and all his companions were drownd, and he alone was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Carefully abridged.",80173698,None
None,London ,1783,"The Robinson Crusoe, of York, mariner : who lived wight and twenty years in an uninhabited island on the coast of America, lying near the mouth of the great river of Oroonoque : with an account of his deliverance thence, and his after surprizing adventures.",54157441,None
None,London ,1734,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner ... : faithfully epitomized from the three volumes, and adorned with cutts ...",702359941,None
None,London ,182-,"Fairburn's edition of The wonderful life and adventures of Robinson Crusoe, of York, mariner; giving a full account of his shipwreck, being cast ashore on an uninhabited island, where he lived 28 years, his miraculous deliverance, &c.;, &c.;",67409785,None
None,London ,1734,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner ... : faithfully epitomized from the three volumes, and adorned with cutts ...",702359941,None
None,London ,182-,"Fairburn's edition of The wonderful life and adventures of Robinson Crusoe, of York, mariner; giving a full account of his shipwreck, being cast ashore on an uninhabited island, where he lived 28 years, his miraculous deliverance, &c.;, &c.;",67409785,None
None,London ,1822,"The life and surprising adventures of Robinson Crusoe, of York, mariner, who, for upwards of twenty-eight years, lived on an uninhabited island on the coast of America, near the mouth of the great river Oronooko. With an account of his deliverance thence, and his further adventures in returning from his second voyage to the island.",67409637,None
None,London ,1767,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island of the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",1008405504,None
None,London ,1798,"The life and most surprising adventures of Robinson Crusoe : of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. ... A new edition, complete in one vol.",316769707,None
None,London ,"110,","Fairburn's edition, of The life of Robinson Crusoe of York, mariner, who lived eight-and-twenty years in an uninhabited island.",1008427745,None
None,London ,19--,"The life and surprising adventures of Robinson Crusoe, of York, mariner",20516673,None
None,London ,1742,"The life and strange surprizing adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",828583677,None
None,London ,1806,"The life and surprising adventures of Robinson Crusoe, of York, mariner : who lived eight-and-twenty years ... on an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque : With an account of his travels round three parts of the globe",702359873,None
None,London ,1742,"The life and strange surprizing adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",828583677,None
None,London ,1806,"The life and surprising adventures of Robinson Crusoe, of York, mariner : who lived eight-and-twenty years ... on an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque : With an account of his travels round three parts of the globe",702359873,None
None,London ,"169,","The life and adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river, Oroonoque. With an account of his travels round three parts of the world",220326832,None
None,London ,1883,The life and adventures of Robinson Crusoe. Arranged with explanatory notes as a class reading book.,315552539,None
None,London ,1781,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his aften surprising adventures.",1002833419,None
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque. ... Written originally by himself, and now faithfully abridg'd ...",931397478,None
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, Mariner : who lived eight and twenty years all alone in an un-inhabited Island on the Coast of America ... : with an account how he was at last as strangely deliver'd by pyrates",907591676,None
None,London ,1797,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprizing adventures.",23641315,None
None,London ,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, Mariner : who lived eight and twenty years all alone in an un-inhabited Island on the Coast of America ... : with an account how he was at last as strangely deliver'd by pyrates",907591676,None
None,London ,1797,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprizing adventures.",23641315,None
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe, of York, Mariner : who lived eigth-and-two years all alone in an inhabited island on the coast of Amerique, near the mouth of the great river Oroonoque, having been cast on shore by shipwreck, where in all the men perished but himself ; with an account how he was at last as strangely delivered by pirates written by himself : In two volumes. Vol. I",915341576,None
None,London ,1864,The adventures of Robinson Crusoe : with a memoir of the author,863442878,None
None,London ,1766,"The life and strange surprising adventures of Robinson Crusoe, of York, Mariner : who lived eigth-and-two years all alone in an inhabited island on the coast of Amerique, near the mouth of the great river Oroonoque, having been cast on shore by shipwreck, where in all the men perished but himself ; with an account how he was at last as strangely delivered by pirates written by himself : In two volumes. Vol. I",915341576,None
None,London ,1864,The adventures of Robinson Crusoe : with a memoir of the author,863442878,None
None,London ,1900,Robinson Crusoe and his man Friday,878687457,None
None,London ,1804,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island on the coast of America ... having been cast on shore by himself, with an account how he was at last strangely delivered by pirates.",557314864,None
None,London ,"53, ","he wonderful life and most surprising adventures of Robinson Crusoe, of York, mariner : containing a full and particular account of the loss of his ship in a storm, when all his companions were drowned, and he only escaped by being cast on shore by the wreck : also, of the extraordinary manner in which he lived eight and twenty years in an uninhabited island on the coast of America : with a true relation how he was at last miraculously delivered by pirates",828809186,None
None,London ,1761,"The Life and most surprizing adventures of Robinson Crusoe, of York, Mariner. : who lived eight and twenty years in an uninhabited Island on the coast of America, lying near the mouth of the great river of Oroonoque: Having been cast on shore by shipwreck, wherein all the men were drowned, but himself: As also a : relation how he was wonderfully delivered by pyrates. The whole three volumes faithfully abridg'd. 6:th ed.",187194885,None
None,London ,"21, ","he wonderful life and most surprizing adventures of Robinson Crusoe, of York, mariner : containing a full and particular account of the loss of his ship ... faithfully abridged from the three volumes, and adorned with an enitre set of cuts, illustrative of the most remarkable stories, from drawings done on purpose for this edition.",54157552,None
None,London ,1767,"The life and strange and surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by pyrates.",23640091,None
None,London ,1719,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account of how he was at last as strangely deliver'd by pyrates",1000638767,None
None,London ,1972,Robinson Crusoe : Ed. with an introd. by J.D. Crowley,310572488,None
None,London ,"116,","The extraordinary life and adventures of Robinson Crusoe, of York, mariner : exhibiting a concise and clear narrative of the loss of his ship in a hurricane, by which all his companions were drowned, and he alone preserved, being thrown on shore on a part of the wreck: his miraculous deliverance at last by means of pirates, after having lived twenty-eight years on an uninhabited island on the coast of America",1006034104,None
None,London ,1790,"The Life And Strange Surprizing Adventures Of Robinson Crusoe, Of York, Mariner : Who lived eight & twenty years all alone in an uninhabited Island on the Coast of America, near the Mouth of the Great River of Oroonoque, Having been cast on Shore by Shipwreck, wherein all the Men perished but himself : With An Account how he was at last as strangely deliver'd by Pyrates / 2 The Farther Adventures of Robinson Crusoe, being The Second and Last Part of his Life, And of the Strange Surprizing Account of his Travels Round three parts of the Globe.",163837621,None
None,London ,12 o,"The life and strange surprising adventures of Robinson Crusoe of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account of how he was at last as strangely delivered by pirates, written by himself ... In two volumes.",317900956,None
None,London ,1791,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, having been cast on shore by shipwreck, wherein all the men perished but himself ; with an account how he was at last strangely delivered by pirates ; written by himself",855872929,None
None,London ,1862,The adventures of Robinson Crusoe : with memoir of the author,258164359,None
None,London ,1726,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the Great river Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliv'd by pyrates. Written by himself. The seventh edition ...",221345459,None
None,London ,1826,The Life And Surprising Adventures Of Robinson Crusoe / 2.,174993144,None
None,London ,1826,The Life And Surprising Adventures Of Robinson Crusoe / 2.,174993144,None
