htrc-id,pubcity,pubyear,title,oclc,language
None,[New Haven] ,1807,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,1039189180,None
None,[New Haven] ,1812,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,1039407595,None
None,[New Haven] ,1805,The Wonderful life and adventnres [sic] of Robinson Crusoe. : Adorned with twenty cuts.,1039420449,None
None,[New Haven] ,1806,The Wonderful life and adventurs [sic] of Robinson Crusoe. : Adorned with cuts.,1039448830,None
None,[New Haven] ,1807,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, : who lived twenty-eight years on an uninhabited island, which he aftwards colonised.",1039106365,None
None,[New York ,2016,Robinson Crusoe,965712431,None
None,[New York ,2007,Festival of family classics. Volume three : adventures.,178983963,None
None,[New York] ,1974,"The life & strange surprising adventures of Robinson Crusoe, of York, mariner.",984040,None
None,[New York] ,1963,Robinson Crusoe.,753107,None
None,[New York] ,2005,Robinson Crusoe,70706072,None
None,[New York] ,1869,Robinson Crusoe.,905333770,None
None,[New York] ,1890,Robinson Crusoe.,244154395,None
None,[New York] ,2000,Robinson Crusoe,244390000,None
None,[New York] ,1889,Robinson Crusoe.,950935408,None
None,[New York] ,136,obinson Crusoe.,950911347,None
None,[New York] ,136,obinson Crusoe.,950911347,None
None,[New York] ,2008,Robinson Crusoe,460877098,None
None,[New York] ,1877,"Aunt Kate's gems. : Four favorite old stories. : Blue Beard. Robinson Crusoe. Red-Riding Hood. Aladdin and his lamp. : 32 new illustrations, printed in colors.",990071925,None
None,[New York] ,1917,Echoes from storyland.,80600213,None
None,[New York] ,1903,"[Publisher's prospectus of ""a new uniform edition of Defoe ...",67409767,None
None,[New York] ,1891,Robinsón Crusóe.,233650917,None
None,[Newburyport ,1793,"The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner : containing--A full and particular account how his ship was lost in a storm, and all his companions were drowned, and he only was cast upon the shore by the wreck; and how he lived eight and twenty years in an uninhabited island, on the coast of America, &c.; With a true relation how he was at last miraculously preserved by pirates, &c.; &c.;",977428218,None
None,[Newcastle] ,1776,"The wonderful life and surprising adventures of that renown'd hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",505585358,None
None,[Newcastle] ,"48, ","he surprising life and most strange adventures of Robinson Crusoe : giving an account of how he was shipwrecked, none escaping but himself, and cast on shore on an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; where he lived 28 years; till at length he was strangely delivered by pirates, and brought home to his native country. With verses on his solitude.",330942560,None
None,[North Charleston ,2015,Robinson Crusoe,905252353,None
None,[North Kingstown] ,2012,The adventures of Robinson Crusoe,810161170,None
None,[Old Saybrook ,2008,Robinson Crusoe,740151279,None
None,[Oslo ,2002,Robinson Crusoe,649006248,None
None,[Oslo] ,2011,Robinson Crusoe,1028442295,None
None,[Oslo] ,1999,Robinson Crusoe,1028373770,None
None,[Oslo] ,2012,Robinson Crusoe,1028508945,None
None,[Oslo] ,1968,Robinson Crusoe,551782779,None
None,[Oslo] ,1997,Robinson Crusoe,1028303490,None
None,[Ottawa] ,2004,Robinson Crusoe,60738739,None
None,[Oxford] ,1981,"The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ...",9467378,None
None,[Palmerston North ,1988,He kōrero tipuna pākeha no mua ko Ropitini Kuruho.,154681333,None
None,[Palmerston North ,1988,He korero tipuna pakeha no mua ko Ropitini Kuruho.,954250122,None
None,[Pantin] ,1992,Robinson Crusoé,463557458,None
None,[Paris] ,1878,Robinson Crusoe,9159416,None
None,[Paris] ,1980,Robinson Crusoe,246417867,None
None,[Paris] ,1935,Robinson Crusoe,459114965,None
None,[Paris] ,2008,Robinson Crusoé,718004927,None
None,[Paris] ,1996,Robinson Crusoé. Première partie,36359117,None
None,[Paris] ,1996,Robinson Crusoé. Première partie,36359117,None
None,[Paris] ,2010,Robinson Crusoé : extraits,762501416,None
None,[Paris] ,2012,Robinson Crusoé,816562862,None
None,[Paris] ,2011,Robinson Crusoé,999735535,None
None,[Paris] ,2005,Robinson Crusoé,470303174,None
None,[Paris] ,2005,Robinson Crusoé,470303174,None
None,[Paris] ,2017,Robinson Crusoé,1019990798,None
None,[Paris] ,2002,Robinson Crusoé,470520395,None
None,[Paris] ,1957,Robinson Crusoé,12983310,None
None,[Paris] ,1963,"Robinson Crusoé,",19051536,None
None,[Paris] ,1957,Robinson Crusoé;,7234161,None
None,[Paris] ,188-,"Aventures de Robinson Crusoé, d'après Daniel De Foé",700093971,None
None,[Paris] ,1998,Vie et aventures de Robinson Crusoé,1039068799,None
None,[Paris] ,1998,Vie et aventures de Robinson Crusoé,1039068799,None
None,[Paris] ,1982,Journal de l'année de la peste,489374485,None
None,[Paris] ,1967,"Robinson Crusoé : [""Life and adventures of Robinson Crusoe""], d'après Daniel Defoe. Illustrations de Okley.",460081766,None
None,[Paris] ,1970,Robinson Crusoé : [Life and adventures of Robinson Crusoe. Édition abrégée.] Illustrations de François Batet.,462041690,None
None,[Philadelphia] ,8 So,Robinson Crusoe.,1028849349,None
None,[Philadelphia] ,1792,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island which he afterward colonised.",38126142,None
None,[Place of publication not identified] ,2009,Robinson Crusoe,784240649,None
None,[Place of publication not identified] ,"12, ",obinson Crusoe,237111565,None
None,[Place of publication not identified] ,19--,Robinson Crusoe,122423352,None
None,[Place of publication not identified] ,2008,Robinson Crusoe,613658919,None
None,[Place of publication not identified] ,2014,Robinson Crusoe,903225057,None
None,[Place of publication not identified] ,2013,Robinson crusoe.,930339693,None
None,[Place of publication not identified] ,2017,Robinson Crusoe,1006503509,None
None,[Place of publication not identified] ,2013,Robinson Crusoe,889881094,None
None,[Place of publication not identified] ,2017,Robinson Crusoe,983217497,None
None,[Place of publication not identified] ,2014,Robinson Crusoe,895042842,None
None,[Place of publication not identified] ,1995,Robinson Crusoe,495986590,None
None,[Place of publication not identified] ,1992,Robinson Crusoe,609123767,None
None,[Place of publication not identified] ,1970,Robinson crusoe.,948769533,None
None,[Place of publication not identified] ,2015,Robinson crusoe.,897450464,None
None,[Place of publication not identified] ,2016,Robinson crusoe.,930664284,None
None,[Place of publication not identified] ,1982,Robinson Crusoe,784027967,None
None,[Place of publication not identified] ,2017,ROBINSON CRUSOE.,962016123,None
None,[Place of publication not identified] ,2012,Robinson crusoe.,936122010,None
None,[Place of publication not identified] ,2013,Robinson crusoe.,880945621,None
None,[Place of publication not identified] ,1869,Robinson Crusoe.,31309439,None
None,[Place of publication not identified] ,2000,Robinson Crusoe,851817830,None
None,[Place of publication not identified] ,2014,Robinson crusoe,877900647,None
None,[Place of publication not identified] ,1999,Robinson Crusoe.,654946582,None
None,[Place of publication not identified] ,2012,Robinson crusoe : his life and strange surprising adventures ...,939964214,None
None,[Place of publication not identified] ,2015,Robinson Crusoe,967342187,None
None,[Place of publication not identified] ,18--,[Robinson Crusoe.,876616075,None
None,[Place of publication not identified] ,2008,Robinson Crusoe,764423776,None
None,[Place of publication not identified] ,2016,ROBINSON CRUSOE.,956623536,None
None,[Place of publication not identified] ,2002,Robinson Crusoe,939717379,None
None,[Place of publication not identified] ,1952,Robinson crusoe.,948815564,None
None,[Place of publication not identified] ,2015,Robinson Crusoe,931814554,None
None,[Place of publication not identified] ,2015,Robinson Crusoe,913342319,None
None,[Place of publication not identified] ,2007,Robinson crusoe.,946632351,None
None,[Place of publication not identified] ,19--,Robinson Crusoe.,702359973,None
None,[Place of publication not identified] ,1967,Robinson crusoe.,948797198,None
None,[Place of publication not identified] ,2012,Robinson crusoe.,939494867,None
None,[Place of publication not identified] ,2012,Robinson crusoe.,933942944,None
None,[Place of publication not identified] ,2010,Robinson crusoe.,944222127,None
None,[Place of publication not identified] ,2012,Robinson crusoe.,940874571,None
None,[Place of publication not identified] ,2010,Robinson Crusoe,985621176,None
None,[Place of publication not identified] ,1996,Robinson crusoe.,948215762,None
None,[Place of publication not identified] ,2014,The ultimate robinson crusoe bundle,877981663,None
None,[Place of publication not identified] ,184-,Dunigan's history of Robinson Crusoe.,56257221,None
None,[Place of publication not identified] ,2005,"Robinson Crusoe, the adventure begins",83252774,None
None,[Place of publication not identified] ,2007,Robinson Crusoe (incl. CD),851974006,None
None,[Place of publication not identified] ,1818,The Life and adventures of Robinson Crusoe,905336353,None
None,[Place of publication not identified] ,2012,Wonderful life and adventures of robinson crusoe ...,935630183,None
None,[Place of publication not identified] ,2012,Robinson crusoe - the original classic edition.,934623637,None
None,[Place of publication not identified] ,2013,Robinson crusoe on zombie island.,818318470,None
None,[Place of publication not identified] ,17--,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",30820156,None
None,[Place of publication not identified] ,2010,"Life and surprising adventures of robinson crusoe of york, mariner.",944184193,None
None,[Place of publication not identified] ,2011,"Life and strange surprizing adventures of robinson crusoe, of york, mariner : who lived eight & ...",941704483,None
None,[Place of publication not identified] ,2010,"Whole life and strange surprising adventures of robinson crusoe, of york : who lived eight and ...",945043726,None
None,[Place of publication not identified] ,2010,"Wonderful life and most surprizing adventures of robinson crusoe, of york : containing a full ...",945932335,None
None,[Place of publication not identified] ,2012,"Robinson crusoe, des aelteren reisen, wunderbare abenteuer und erlebnisse ...",939968602,None
None,[Place of publication not identified] ,2010,"Exploits of robinson crusoe, mariner, of york. exhibiting a concise and.",945047299,None
None,[Place of publication not identified] ,2012,History of robinson crusoe.,935805982,None
None,[Place of publication not identified] ,2012,Robinson crusoe in words of one syllable.,933902166,None
None,[Place of publication not identified] ,2012,"Robinson crusoe, edited after the original editions.",933792343,None
None,[Place of publication not identified] ,2012,Life and adventures of robinson crusoe : with a biographical account of defoe ...,936242311,None
None,[Place of publication not identified] ,2012,Den verklige robinson crusoe's lefverne och afventyr. samt tjugu tta ruga.,829922340,None
None,[Place of publication not identified] ,2012,"Adventures of robinson crusoe of york, mariner.",933794981,None
None,[Place of publication not identified] ,2012,"Adventures of robinson crusoe of york, mariner.",933794981,None
None,[Place of publication not identified] ,2012,"Life and strange adventures of robinson crusoe of york, mariner.",933792527,None
None,[Place of publication not identified] ,2012,Life and adventures of robinson crusoe on the island of juan fernandez ...,936236309,None
None,[Place of publication not identified] ,2016,Robinson Crusoe,982482875,None
None,[Place of publication not identified] ,1995,Robinson Crusoe,767842077,None
None,[Place of publication not identified] ,2015,The complete works of Daniel Defoe.,949929799,None
None,[Place of publication not identified] ,2012,Romances and narratives : robinson crusoe ...,939969337,None
None,[Place of publication not identified] ,2012,Life of colonel jack : another robinson crusoe.,935071601,None
None,[Place of publication not identified] ,18--,"The wonderful life and most surprising adventures of Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",1029202789,None
None,[Place of publication not identified] ,2012,Robinson crusoe ... : serious reflections during the life and surprising adventures of robinson.,936244359,None
None,[Place of publication not identified] ,2012,Robinson crusoe ... : serious reflections during the life and surprising adventures of robinson.,936244359,None
None,[Place of publication not identified] ,2010,"Life, and strange surprising adventures of robinson crusoe : who lived ...",945852928,None
None,[Place of publication not identified] ,2012,Robinson crusoe done in poster stamps.,935075265,None
None,[Place of publication not identified] ,2012,Robinson crusoe done in poster stamps.,935075265,None
None,[Place of publication not identified] ,2010,Life and strange surprising adventures of robinson crusoe : who lived eight and ...,945852905,None
None,[Place of publication not identified] ,2012,Life and adventures of robinson crusoe : including a complete collection of universally approved ...,935801228,None
None,[Place of publication not identified] ,2010,Life and strange surprising adventures of robinson crusoe : who lived eight and twenty ...,945852755,None
None,[Place of publication not identified] ,2011,Adventures of robinson crusoe ... newly edited after the original editions. : s. r. b.].,942177757,None
